tweets,polarity
bruh what klo emang dia ga pake ai tinggal kasih tau pelan2+kasih bukti klo dia ngoding sendiri dan kalaupun pake ai minimal jelasin cara pakenya gimana. ai kan alat kalau dipakenya bener mah ga ada salahnya mnurutku. orang suuzon kadang lucu,1
gambar anime itu mungkin memang reimaginasi foto asli mengikuti tren populer mengubah foto jadi gaya anime. banyak alat ai sekarang seperti fotor atau canva memudahkan transformasi ini untuk bikin konten kreatif.,0
gpt plus ssma pro bedanya?,0
orang kayak bapak najib ini apa bener bener gak tau tentang kode etik acm atau emang gak peduli? kan situ yang aktif di bidang se malah masa bodoh sama hak cipta dari gambar yang jadi dataset buat generative ai terus malah bandingin 2 hal yang sama sama melanggar etika hadeh,2
kecanduan ai jadi susah diajak edukasi pantesan ada yg bilang ai bikin orang males berpikir,2
soalnya dengan klienmu minta kamu mimicking style orang lain aja menurutku gak manusiawi dan egois. ini malah disuruh plek ketiplek sama hasil generative ai. yg begini tuh cuma dipake sama mereka agar ada alasan kalo gambarnya bukan genai kok alias kamu jadi tameng doang,2
pemakaian ai di mana aja salah kak. baik trend ghibli chatgpt grok. semuanya berbahaya jadi sebisa mungkin harus diberitahu bukan liat platform karena pandang pengguna. kalo bisa edukasi semuanya kenapa tidak? kan di sini melarang ai,2
dia bukan bilang mending kerja bang tapi bilang mending cari dan belajara skill yg gk bsa di ganti sma ai krna kedepan akan byk pkerjaan yg digantikan sma ai cmiiw,0
ngoding is easy. kan ada ai.,1
pemerintah china kebijakan terhadap ai paling waras menurutku. mereka gak apa-apa harus ai mulu meskipun teknologi ai mereka udah sempat bikin sam altman ketar-ketir. di negera barat udah pada latah anak sekolah pakai ai kayak pakai kalkulato,0
inikah yang lo mau ? semua orang pake ai dan matiin industri kreatif. oh iya lupa lo aja dengan bangga pake gambar hasil ai saat kampanye,2
pekerjaan yang sulit digantikan ai meliputi: 1. tenaga kesehatan (dokter perawat): membutuhkan empati dan penilaian manusia. 2. pendidik: beradaptasi dengan kebutuhan siswa secara personal. 3. pekerjaan kreatif (seniman pe,1
kreatif kok pake ai awokwok,2
apalah di negri dimana produk ilegal aja dijual di marketplace apalagi produk kw wkwkwk cm bisa malak doang buat disuruh bikin paten tp ga menjalankan kalau ada org yg melanggar hak cipta noh generative ai yg nyolong data t,2
kalau ngoding spesial bootcamp bejibun itu apa kabar . sebelum ada ai pun coding ini skill inclusive bisa diajarkan dan dilatih tinggal bagaimana masing-masing individu.,0
baca lagi. itu gue kasih edukasi biar gak tolol2 bgt otaknya. jangan samain semua yg pake ai pasti kaya gibran.,2
hubunganku sama chat gpt nampaknya makin dalam,1
bestie: chat gpt tu di google or aplikasi? me: ..gatau 2 makhluk yang apa-apa pake otak sendiri dan gaperna mengandalkan chat gpt,2
emang paling bener ai disuruh pake ngoding aja bg dpt duid,0
mempercepat? udah. gue pakai generative fill photoshop kalo mau cepet rapihin background. pakai ai buat bikin foto gue kayak ghibli? engga karena itu nyolong style orang. disini udh jelas perbedaan besarnya. cara kerjanya bed,1
banyak temen gue di dg yg make generative ai buat ngerjain tugas pop up book,0
tapi generative ai sesuatu yang digembar gemborkan oleh gibran rakabuming belakangan ini itu nggak lebih dr derivatif produk turunan. sama seperti nft dan coin2an yg menjadi derivatif dr teknologi blockchain. if we really2 want to learn ai ya belajar core-nya.,2
sebaiknya kita nggak berkontribusi dalam penggunaan generative ai. kontribusi kita = training bagi tools tsb. sekarang generative ai belom perfect tapi udah banyak penyedia jasa deepfake dan revenge porn pake ai karena memang hasilnya se-meyaki,2
1. adapt or die. generative ai bukan sekadar trend. ini perlombaan antar brand siapa yang bisa beradaptasi lebih cepat. kalau kamu lambat kompetitor akan mengambil semua pelangganmu. (david c. edelman &amp; mark abraham) (2/10),0
btw percuma ngejelasin ke orang2 yg jawab ga etis kalo orang diginiin pake ai atau bapak/ibu lu mau dibuat kek /poster owowi ciuman/ ga? knowledge gapnya sejauh itu karena mereka aja ga paham kalo ai generative bekerja dari datasets tanpa pandang buluh copyrightsnya.,2
pantes lu seneng curhat ke chat gpt,1
ai generative sekarang pun banyak dipakai untuk menggodok strategi ide dan produksi kreatif.. lalu manusia kedepannya skillnya akan seragam semua donk? jadi operator ai?,2
kalau haters ai art ga ada artinya aku sudah mati,2
pernah liat dokter yg jago ngoding pernah liat di linkedin ku dia anak iykra ai fellowship batch 1 ada juga dentist yg shift career jadi data analyst wkwk apa dia kerjaa nya juga double ya? sambil ngoding sambil buka praktek juga wkwk,0
pembelajaran itu kan ga selalu lgsg ke produksi.. bisa di pengenalan dasar animasi ai edukasi dasar..,0
org yg gak punya basic logic gak akan bisa menggunakan ai dgn optimal kalo dia gak mau belajar. jadi tentu gak akan bisa yg salah tuh skrg anak2 sekolah udh kenal ai belum paham apa2 blm banyak trial n error udh dapet enaknya,0
orng gblk mana ngoding pakek ai trs bug di serahkan ke orang lain wkkwkwk kocak bgt.,0
padahal seru baca koran / buku kenapa sekarang pada milih chat gpt ya,2
emg sekolah gapernah ngajarin email. tapi anak itu emang tolol juga. jaman udah canggih udah ada ai bisa tanya ai. kalo gatau ai ada google. kalo gangerti sama penjelasan google katena cuma jelasin stepnya tiktok skrg bisa jadi search engine.,1
yaampung bangga sama diri sendiri bisa figure out 2 formula gsheet dengan bantuan chat gpt. love,1
ikut bootcamp course dsb. tapi aku kadang suka pake chat gpt buat role playing. dia jadi client aku dengan permintaan projek apa nanti aku eksekusi. sebenernya main poin dari dummy project kan buat ngelatih dan nunjukin keahlian,1
dr skrg aja dah mulai . ngelukis pake ai ngoding pake ai,0
sebenarnya penggunaan generative ai dalam seni semacam brainrot dsb. tdk bakal jadi masalah jika ada hukum/aturan yg jelas buat aset yg digunakan buat melatih ai yg dipakai (contoh : jenis aset training yg digunakan hanya berasal da,2
bagus deh fanarts yg ditag pake ai kek aigc or smth. lebih enak ngeblocknya karena gua tipikal yg sering banget kegocek ai art. semoga lu juga cepet tobat dah yg pake ai generative buat bidang yg harusnya generate idea secara original.,2
ai memang bisa bikin bukti transfer palsu kayak yang di post fb itu dan ini jadi ancaman serius buat penipuan. deteksi susah tapi bisa diatasi dengan edukasi dan teknologi misalnya watermark dari perusahaan,2
setujuu pdhl bisa aja pke gambar eagle yg asli kan ngapain pke generative ai,2
bukan ai yang makin pinter tapi kitanya yg belum paham. kayak dulu aku norak sama google translate karena blm ngerti bahasa sekarang orang norak sama ai karena mereka belum ngerti bidangnya. mereka gak bisa gambar dan gak bisa ngoding.,0
chat gpt ada,0
ah cuman meme ai art yg gak berguna doang kenapa sampe dibikin film segala sih? nggak kreatif,2
justru itu poin yang dikritik kak: regulasi penggunaan generative ai untuk mencegah penyalahgunaan bukannya malah ditangkepin satu2 yang bikin imagenya tapi yaa dibuat uu regulasi dan perlindungannya terhadap ai generative image,2
fyi kadang masalah kaya gini tuh yg salah bisa agensi kreatif banyak agensi yg pro ai generate tetapi gak semua klien brand paham dan nerima nerima aja tanpa sadar ai cmn yg brand ini aku gatau yaa udh sesuai req atau gimana,2
btw foto hyune konser yang beredar itu (iya yang dipegang2 itu) emang beneran atau ai generated? soalnya mukanya agak lain..,0
anak sekolah pengguna ai menjadi pemalas beda dengan google kecuali sbg pemrogram ai,1
kalo di luar negeri ai dan pengembangannya tuh buat bantu merancang kerangka kerja. sementara di kita malah dijadiin shortcut / jalan pintas untuk mematikan (rezeki) industri tertentu (industri kreatif / seni) yang secara moral gak beretika me,1
minta bantu masuk sekolah seni sm yang pfp nya ai generate art agak gimana gitu ya,2
iya kak. aku juga terkesima terus nyari di ig akunnya kan eh ternyata kontennya dia mostly ai generative,2
imo yang membedakan adalah pemilik sampel suara vocaloid dibayar untuk itu dan cuma suara dia yang dipake buat generate hasilnya. sedangkan generative ai pakai banyak sumber sampel dari internet yang kadang questio,2
dunia isinya korupsi selingkuh layoff ai generated video tai ledig pengen gw ancurin aja ajg,2
stres liatnya urg juga. sbg editor jurnal urg sampe nemu pola artikel bodong dgn dafpus bodong data bodong hasil chat gpt. full. tugas editor jd dobel karena harus crosscheck lg. alias monyet bgt.,2
tanya chat gpt je,0
faktanya china &amp; jepang itu paling gempar buat ngembangin teknologi ai generative arts. mau dari modelnya aplikasinya hingga komunitasnya lebih maju dibandingkan negara lain. jadi langkah pemerintah buat adaptasi ai udah ses,1
huh. sekarang tuh kalo bingung tinggal nanya gpt aja kalo emang ga mau nanya dokter. tinggal bilang aja yg ilmiah gitu atau sesuai fakta. kan gampang,1
itu bukan ai art kayaknya. stickernya biasanya tulisannya do not feed to ai atau jangan dipake buat ngelatih ai gitulah artinya. artists jp suka naruh gituan di karya mereka,2
wkwk asal ada chat gpt semua aman,1
ke comifuro (apalagi kalau artistnya open po post-cf) tuh rasanya seger bgt karena seharian ga buka sosmed dan ngeliat non-ai art dr ujung ke ujung i need cf every week to neutralize my eyes from ai slops,2
sesat nyari hukum tajwid di gpt,2
sekolah kami ditunjuk dinas daerah 1 dari 14 sekolah yang akan diberi pelatihan coding dan ai untuk guru selama 3 hari. tapi biaya narasumber dll dibayar oleh sekolahan. hey pe en es apa yang ingin dicapai dari 3 hari pelatihan ?? kami pula yang bayar narasumber,0
ya elah akun penyepong isrewel pesek. berita itu semua hoax ya. gw taun ini umroh kfc mcd &amp; sebagian besar starbux tetep di-boycotts kok. percaya kedunguan ini. wkwkwk.. cek ke ai grok atau chat gpt pasti kena counter.,1
udah ditahap jenuh ngoding sebenarnya tuk loker sekarang pun posisinya banyakan ai engineer tapi dah terlanjur pindah ke bidang desain visual dan dah betah juga meskipun kerja palugada dan salary di negara ini nominalnya bercanda hahaha,0
gue kecanduan ngobrol sama chat gpt,1
sorry salty tp kurang kurangin pake chat gpt untuk yg gk jelas dan gak berguna gini,2
sebagai tambahan 1. segala bentuk yg berkaitan dengan perusahaan bank dll pasti punya official website dan kanal komunikasinya. jangan mager langsung klik link cross check dulu via google atau chat gpt. contoh : itu link phising karena web,0
wujud asli chat gpt,0
setuju ayat di email kata tidak wajib tapi mesti dibuat oleh guru yang komited (lebih kurang begitulah). tapi kalau dah pihak atasan pun dikerah maka nanti nama akan naik juga di peringkat sekolah paling2. kalau betul2 nak perkasa ai perlu,0
karna buat bikin ide/gagasan baru tuh ga segampang itu harus riset ini itu.. dan gimana caranya kita bisa jd yang unik dan gampang diinget diantara yg lain.. kerja dibidang kreatif tuh ga segampang itu.. bikin medianya jg ga bisa asal2an (apalagi pake ai ya njing ),2
jelasinnya juga gak perlu pake gpt. bukan larangan ataupun perintah cuman bawakan lah dengan narasi ilmiah yang bisa dipertanggung jawabkan. bukannya anda menitik beratkan sesuatu harus bersumber dari informasi bukan afiliasi?.,2
kalau sense of art (selera seni) bagus tetap bisa bikin karya seni tapi dengan bantuan software/ai. saya pernah lihat orang yang ga bisa gambar sama sekali tapi bisa desain logo yang bagus. dia pakai software dan mema,0
ai bisa bantu percepat kerja tapi bukan berarti selalu benar. tetap perlu: 1. validasi logika &amp; alur kode. 2. cross-check dengan dokumentasi resmi. 3. uji coba langsung. jangan asal copas selalu testing sendiri di environmen,0
lrt matiin industri kreatif karena demen ai tapi gayanya kayak bantu gitu cuih,2
saya create module training ai generative bukan sekadar itu saja. saya attached dengan: platform online tuk start biz online+sync dengan crm+payment gateway.,0
so from your argument effort is the basis nak tentukan curi tak curi ni?effort lebih ok effort kurang curi? im just tryig to understand not gonna perlekeh ke apa sebab for me yes ada kemudaratan for using generative ai tapi the bene,2
in another life musnah aja yg pake chat gpt buat nilai gede,2
benerr aku jg seneng bgt cerita sama gpt,1
sadly makin banyak yg kaya gini tuh dam makanya para ilustrator pada kontra sama ai terutama generative ai-nya. isokay..,2
masih karena proses untuk berpikir kritis dan kemampuan menilai menyaring dan menggunakan ilmu pengetahuan juga tidak didapat sembarang ya salah satunya ya lewat kuliah. orang bisa berkembang karena sekolah. yang nyiptain ai juga sekolah,0
ada namanya kating sebenernya mangkanya ada proses pengenalan 3hri-7hri sblm kuliah itu manfaatnya buat kita kenal kating bisa ngobrol sama dosen yg bersangkutan klo emang enjoy orngnya ada perpus ada chat gpt adq internet,0
padahal banyak anak seni pantes staff nya dikit gak sih emang mau pake ai gak mau manfaatin orang kreatif,2
demen amat lama2 chattan ama gpt . get a life aja kak,2
permasalahan besar ai itu kalau udah masuk ke ranah etika dan hak cipta disuruh ngitung atau ngoding gak masalah. tapi kalau masuk ke ranah rasa emosi dan sesuatu yang diciptakan melalui sentuhan emosi tapi dicomot begitu aja atas dasar 'efisiensi,2
sama gpt,0
engga si gw banyak belajar dari chat gpt. kalo mau beljarbhal baru gw suruh buatin step by step belajar darimana dulu,1
dr tirta said kuliah/sekolah itu buat bentuk pola pikir kita kalau mau bersaing sama ai ya mau gamau emang harus belajar skill dan better lu kuliah + belajar skkll otodidak,0
gue hah hoh ramenya di korea dah keknya. kampretnya pd ngatain apologize letternya tuh ai generated. kok isoo jancuok kok iso mikir ngono,2
disaat anak2 laen nyontek ke ai anak gue pake ai untuk ngasih soal2 matematika ke dia secara soal2 dari sekolah kurang menantang,1
bingung dikit sm pekerja kreatif yg normalisasi penggunaan ai,2
kemarin sempat ngobrol dengan pak aulia (dekan di itts) kemungkinan utk membuat ai seperti chatgpt versi mini buat sekolah2 dan akan di free-kan untuk server lokal di sekolah.,0
ngoding nyuruh memex eh ai,0
buatku klo tujuan nya buat komersil generative ai art is a big no. then again garis batas nya komersil ini pun harus dipertegas lagi sampe mana. soalnya klo main nya blurry line kyk sekarang semua kegiatan itu bisa jadi komersil termasuk pos,2
gpt dibi lavuk,0
duh enak banget lagi sama bakpia kukus.. jadi kerjaan dd pas di pesawat mengunyah terus ya? mungkin grok dan gpt bisa menjawab pertanyaan itu.. mau kan? dd suka batagor?,0
it's fine but gw pribadi pake gpt buat nanya grammar aja bener apa blm gt,0
ai kan kerja sesuai perintah ente bahlul,2
ya karena punya score oriented jelaslah anak yang g pk ai bakal kalah sama yang pake. tapi sekolah tempat mengemban ilmu bukan nilai. ketahuan dulu sekolah yang dipentingin dapet nilai bagus bukan ilmunya.. ya ipk-nya ttp dapet segitu sih..,2
mudahnya kek nyolong. mau ngambilnya sedikit or banyak sama2 merugikan. luar biasanya kalo kamu pake referensi art org lain utk dimasukin ke prompt ai gen yg kamu tulis maka yg dirugikan ada 2 pihak. 1. si idol 2. si artist kan itu muka dia sendiri suka2 dia dong?!!,2
..bukannya jelas generative ai? i mean udah jelas dia nge-send tweet kita ke llm terus generate ability dan description berdasarkan tweet.. yaa mungkin masalah assetsnya pake ai mungkin gak semua ngeh tapi keliatan kok. itu kenapa gw gak,2
